genes	logFC	logCPM	LR	PValue	FDR
SMARCAL1	SMARCAL1	-0.620009157957264	4.77197076461431	9.88529604458531	0.00166604724302433	0.00423151284259977
METTL21A	METTL21A	1.01681251373538	3.37998036002328	9.87679713069601	0.00167376036892	0.00425052980418964
RCCD1	RCCD1	-1.12525594670249	2.86607451245115	9.87382787009848	0.00167646361849508	0.00425682072632032
CERS3	CERS3	5.85567775619644	-0.271483742651879	9.87214620669691	0.00167799658609343	0.00426013881179532
CLUL1	CLUL1	6.15677938131087	-0.263147783186262	9.86994056259365	0.00168000935615267	0.00426467397282966
EIF2AK3	EIF2AK3	0.551920002887786	5.89353882641471	9.86837359323575	0.00168144078683781	0.00426773239063563
POFUT2	POFUT2	-0.47483300430502	5.91553311864737	9.8654066505798	0.00168415448258943	0.00427404411408257
MRPS5	MRPS5	0.476587173710475	5.54255412883102	9.85910471678615	0.00168993323893926	0.0042881315937676
AP5Z1	AP5Z1	-0.762137598817219	5.15998653881829	9.85866541516778	0.00169033681860595	0.00428857783979603
TMEM126B	TMEM126B	-0.627911284586953	4.80324871825875	9.85715577660257	0.00169172444494683	0.00429152026827635
ZYG11A	ZYG11A	2.20138548856317	2.0249292148092	9.85497090956324	0.00169373477053658	0.0042960413378472
TWIST1	TWIST1	-1.42141477747166	4.85674898465165	9.8537859167317	0.00169482611059203	0.00429823056029892
ZIK1	ZIK1	0.774866158924574	3.94731514546812	9.84481173048738	0.0017031142084835	0.00431866835712531
TCTN2	TCTN2	0.834977435436259	4.25181384856917	9.84419750558823	0.00170368297436398	0.00431952900595003
FUBP3	FUBP3	0.479105471811917	7.16160263011744	9.84285608090252	0.0017049257888934	0.0043220981804051
LPIN2	LPIN2	-0.695086366963726	5.39403824378208	9.84011432313017	0.00170746885418582	0.00432789865267782
C2orf27A	C2orf27A	-1.35007181542985	3.00001452794852	9.8398938758769	0.00170767349270158	0.00432789865267782
PGLS	PGLS	-0.890594482282154	5.0813014397971	9.83797060805986	0.00170945989338319	0.00433184313402659
USP32	USP32	0.526858489387439	6.71849489811247	9.83534077550511	0.00171190564203542	0.00433745714468628
NF1	NF1	0.431016207057868	7.06090411204953	9.83425921543732	0.00171291252331469	0.00433942447559665
MASTL	MASTL	1.05981317327839	5.17380154431338	9.83262805848142	0.00171443218831719	0.00434269016847043
ZNF69	ZNF69	0.656694534583246	4.36876253760439	9.82142692225917	0.00172490467589093	0.00436862960745748
VRTN	VRTN	7.37138060236977	-0.209529850038822	9.81984931570035	0.00172638485563591	0.00437179050506806
HSPBAP1	HSPBAP1	1.28186260506475	3.24959233230481	9.81766444844196	0.00172843691976655	0.00437639856278079
DOCK9	DOCK9	1.58160884033764	4.84853248326707	9.81063452009934	0.00173505633191989	0.00439256834239108
SOCS2	SOCS2	-2.74967992756882	5.9927284112681	9.80904638725232	0.00173655527847176	0.00439577225261542
EVC	EVC	-0.59723302161503	5.71396655118507	9.80581958816025	0.00173960490994671	0.00440290004959366
SPTLC3	SPTLC3	2.01564082615968	1.04149928747767	9.80440388623111	0.00174094459485909	0.00440569867710041
DPP9	DPP9	1.01042537246376	6.05443842848699	9.80159442034824	0.00174360630139317	0.00441184165983307
MTMR3	MTMR3	0.525537416930625	6.12017958732307	9.79863366333461	0.00174641580498457	0.00441835691231521
METTL15	METTL15	-0.584772600566337	5.0444942987697	9.79722716755518	0.00174775205516858	0.004421143647413
IMMP1L	IMMP1L	0.841628027552256	4.04904785639279	9.79620410507157	0.0017487246729584	0.00442300990677216
MEIS2	MEIS2	-0.50825883379844	5.77663141073292	9.79565799729591	0.00174924407800807	0.00442372951807787
PLD6	PLD6	1.79433104564327	1.39479117452119	9.79115624996221	0.0017535316660814	0.00443397715726518
MECP2	MECP2	-0.823744431915119	5.0924436531216	9.78849491756677	0.00175607139950115	0.0044398030160834
RRM2	RRM2	2.67765277885485	6.23704127610483	9.78659896366985	0.00175788299868224	0.00444378664619902
ANKS4B	ANKS4B	6.83055349064224	-0.745809957738309	9.78452097163655	0.00175987071214255	0.00444821434999068
DCC	DCC	3.10457418582623	1.1152402693343	9.78390264874026	0.00176046261150769	0.00444858649627058
VSTM4	VSTM4	-0.999108908409873	5.37899622886734	9.78387365520123	0.00176049037098203	0.00444858649627058
TREML2	TREML2	6.86466866206063	-0.724284710746736	9.77985688340922	0.00176434046576784	0.00445771719772012
RBBP9	RBBP9	-0.857055459926321	5.25073493009355	9.7701484804778	0.00177368128742555	0.00448071625567879
PCNP	PCNP	-0.48635147607799	7.24309258964964	9.76910294721419	0.00177469021895626	0.00448266374645966
NPAS4	NPAS4	3.09234646174566	0.230311304445974	9.76102078591995	0.00178250909274532	0.00450178965719482
AK7	AK7	2.92043419160398	1.06450935078746	9.76078238454514	0.00178274025717406	0.00450178965719482
ACSL6	ACSL6	3.86836675092138	-0.127883206109961	9.75801545531976	0.00178542541659422	0.00450796579577945
C1orf106	C1orf106	6.48308790854992	-0.0893205224015881	9.75725827256295	0.00178616093667708	0.0045092183539463
COL6A5	COL6A5	6.96884943901605	-0.446895590977451	9.75194675152984	0.00179132913675876	0.00452165951381554
ZNF865	ZNF865	1.34601199248656	1.03991949888481	9.75029376910708	0.00179294060666482	0.0045251206707744
HEBP2	HEBP2	-1.5764825598348	5.7456190866041	9.74066160622434	0.00180236013692392	0.00454828466550827
ZC2HC1C	ZC2HC1C	1.79852053277023	1.15868930963156	9.7344624134786	0.00180844899117349	0.00456303856521574
MARCKSL1	MARCKSL1	-1.10217173628559	4.52743234875466	9.7341916059602	0.00180871545334646	0.00456309954894493
LRTM2	LRTM2	3.90134996114261	-0.0646218119282859	9.73262827332105	0.00181025447898148	0.00456637056022747
C1orf85	C1orf85	-0.851380326918457	4.91609949846355	9.72942248570713	0.00181341457482401	0.00457312322548224
THAP6	THAP6	0.530368716476193	4.73593481539675	9.72941992609036	0.00181341710019123	0.00457312322548224
PPP3CA	PPP3CA	-0.62438800100767	6.85397856523181	9.7283599485266	0.00181446320089037	0.00457491688223435
CCDC27	CCDC27	6.34760524804622	-1.03868029755216	9.72820700388123	0.00181461419371798	0.00457491688223435
ZNF503	ZNF503	-2.04711916861372	4.17070635868999	9.71992230451683	0.00182281222316602	0.00459497023141289
RP2	RP2	-0.905917865714043	5.72957810378063	9.71795441474855	0.00182476503676863	0.00459927729355775
RABIF	RABIF	-0.898244334182792	3.90126478999737	9.71413281102645	0.00182856342199018	0.00460823430032664
SMLR1	SMLR1	3.3842105045804	0.0617754850711767	9.71298761369818	0.00182970322127745	0.00461048980014961
C1orf213	C1orf213	1.45636042233036	2.82392204484073	9.71232674241746	0.00183036130509124	0.00461153103127536
CLIC2	CLIC2	1.70640679016966	1.77784810226246	9.70824752171558	0.00183442863374573	0.00462116030756197
NOD1	NOD1	0.989725578756817	3.43647293818579	9.69590979221088	0.00184678623436539	0.00465166847021577
LHPP	LHPP	-1.11953656015858	2.64959066856578	9.69008752245772	0.00185264715158541	0.00466580687427227
ZMYM3	ZMYM3	-0.911403269544106	4.28115106786358	9.68925614467992	0.0018534855847387	0.00466729429300494
ATAD1	ATAD1	0.433516465208513	7.04794180563964	9.68370821798645	0.00185909044810658	0.00468078214026621
CHD7	CHD7	1.94652095169768	3.21746210152979	9.6822514252024	0.00186056503711871	0.00468386864644522
TAS2R4	TAS2R4	3.45101080021881	0.0331586345309324	9.68168532485205	0.00186113837276179	0.00468468577575818
STYX	STYX	-0.538605425888633	6.34346482494942	9.67861201068957	0.00186425409322899	0.00469190128795692
DOPEY1	DOPEY1	0.484379383020199	5.83038508681166	9.67697018719068	0.00186592073702839	0.00469546836457184
UPK1B	UPK1B	3.49440473160064	-0.150711724141146	9.67497985745926	0.00186794318086293	0.00469992971612444
MR1	MR1	-0.900300469077747	5.06860180187627	9.67351859400411	0.00186942943623562	0.00470304095279528
NEIL1	NEIL1	1.39489199913865	2.5914499461047	9.67314212926919	0.00186981253377099	0.00470322840448048
MROH2A	MROH2A	6.48353231852393	-1.04036785177947	9.67295458320829	0.00187000341383475	0.00470322840448048
IFNA5	IFNA5	6.14294427241311	-0.388664128118629	9.66299768136227	0.00188016573041107	0.00472815612242377
HIST4H4	HIST4H4	-1.06713995659761	4.2876505439701	9.6624153401108	0.0018807618153789	0.00472902366742734
SHOC2	SHOC2	0.478902319532764	7.46580672272148	9.66022547296772	0.00188300508020789	0.00473403212862838
REPIN1	REPIN1	-1.23435323173757	4.15533755113161	9.65946851962349	0.00188378112168568	0.00473481720587382
GUCY2F	GUCY2F	2.99547458619608	0.362947928465118	9.65943043691483	0.00188382017329223	0.00473481720587382
RNF167	RNF167	-0.76540699322058	4.52358891553342	9.65560507929526	0.00188774703942732	0.00474405390893178
CRNKL1	CRNKL1	0.489347266884052	6.3113125222058	9.65520254916672	0.00188816073315782	0.00474446045197615
TMEM244	TMEM244	6.38865628594858	-0.699173567306594	9.65311616250878	0.00189030645581788	0.00474921844749441
ZNF548	ZNF548	-0.887284616768716	4.0673962419957	9.65179265989249	0.00189166887941327	0.00475200747045353
RPUSD4	RPUSD4	0.646090465517559	4.58605723480408	9.65048347693623	0.00189301754150428	0.00475476118420246
CEBPB	CEBPB	-1.83388103063659	4.02192342350647	9.64945591219471	0.00189407677570922	0.00475678729389675
TSC22D4	TSC22D4	-1.40786858612119	3.422813548278	9.64881321791969	0.00189473958314136	0.00475781740924017
PSMG2	PSMG2	0.483237802910957	6.10283385064335	9.64409385369678	0.00189961384748	0.00476934867300679
MALSU1	MALSU1	-0.925259280853242	4.35387122428711	9.64387687906213	0.00189983824907858	0.00476934867300679
RPF2	RPF2	0.668036476604378	5.78357305605552	9.63852836111922	0.00190537834813424	0.00478261900978437
PDE6H	PDE6H	6.09852901396012	-0.664123381579496	9.63793194479421	0.00190599714179866	0.00478353467104134
ZNF34	ZNF34	-0.989314257464064	2.75009946328234	9.63288017785163	0.00191124662636394	0.0047960703150316
SH3BP1	SH3BP1	1.60140715128532	1.67515698463106	9.63253651775044	0.00191160426870901	0.00479632869605606
YARS2	YARS2	0.556551717003055	4.9218866067296	9.63098436774454	0.00191322041521762	0.00479974424933973
KATNAL1	KATNAL1	0.620515836904295	7.49268026726129	9.6242176647189	0.00192028231255587	0.00481681896541885
C1orf109	C1orf109	-0.781019415422343	4.44940384351668	9.62301602469344	0.00192153913362382	0.00481932967153248
GJD4	GJD4	6.2728297007687	-0.470285822709317	9.62190449615839	0.00192270244755579	0.00482160521901708
CLTCL1	CLTCL1	0.674386625638051	4.68721730290698	9.61971510301774	0.00192499593162432	0.00482671393692996
C17orf70	C17orf70	-0.595363013098921	5.16927409382247	9.61758324786025	0.00192723180710464	0.0048316768667734
CDHR5	CDHR5	2.29789163425976	0.926771215149858	9.61700339357207	0.00192784040969987	0.00483255935523462
ACOXL	ACOXL	6.60621921432315	-0.456179928579984	9.61134079744858	0.00193379399996545	0.00484683822216519
EBNA1BP2	EBNA1BP2	-0.926315302238669	5.95915737566165	9.60882911492108	0.00193644071874339	0.0048528260886353
NOVA1	NOVA1	2.14211083972544	1.68412150998093	9.60666531110294	0.00193872380012207	0.00485790118782582
CDH10	CDH10	-5.97840190087643	1.04787470497042	9.60588119780815	0.00193955181031991	0.00485932941915058
KIF24	KIF24	1.61931413556635	3.62086991867649	9.60551902480034	0.00193993437983275	0.00485964141731713
HAUS2	HAUS2	0.669303818700816	5.65681124652851	9.60159257144786	0.00194408687291589	0.00486939594063373
CLSTN3	CLSTN3	1.02998068947975	2.74756266721688	9.60006434965204	0.00194570550707809	0.00487280210303214
RRM1	RRM1	-0.856841295391783	6.7862799749327	9.5965854143304	0.00194939535952606	0.00488139380480712
GOLGA8Q	GOLGA8Q	2.99901923771833	0.0772674910190912	9.59525435334437	0.00195080899422302	0.00488397989658414
BRS3	BRS3	6.5960939091231	-0.210150005884605	9.5951246655477	0.00195094678288124	0.00488397989658414
CHRNB1	CHRNB1	-1.62130969336127	2.08759812182911	9.59389264300732	0.00195225625506014	0.00488660845980166
PRKAG2	PRKAG2	0.801635169469258	4.61534644870655	9.59216480830483	0.00195409420924857	0.00489055896913998
CTIF	CTIF	0.571067028490653	6.5759724345288	9.59186301791082	0.00195441541345344	0.00489071292606546
RFX4	RFX4	4.23387690356893	-0.479355936801738	9.59049717159993	0.00195586979244413	0.00489370211254155
ADM	ADM	0.814952670494052	6.85540763627769	9.58157676800248	0.00196539542856378	0.00491688258583179
CASP7	CASP7	-0.731453692953944	5.36229278332357	9.578842987724	0.00196832409600808	0.00492355527960158
HERC6	HERC6	1.53036104724878	2.33632064746548	9.57668912332694	0.00197063462202725	0.00492868019078874
PARK2	PARK2	1.80530925502804	1.67837266467207	9.57234092601435	0.00197530746838507	0.00493971126704236
CPA3	CPA3	6.5870794648594	-0.641383917756733	9.57067686242605	0.00197709874661359	0.00494353434611972
RPS6KA4	RPS6KA4	-0.761337812233797	5.56687316510159	9.5702290523006	0.00197758107217155	0.00494408394161778
XYLB	XYLB	0.982461716510292	3.19774389970118	9.56876736615021	0.00197915624964972	0.00494736523090698
CLASP2	CLASP2	-0.442517225575957	6.4322196844895	9.56755968699758	0.00198045865759852	0.00494927795048294
AMIGO1	AMIGO1	1.43573080647935	1.68745598413441	9.56746656104283	0.00198055912431144	0.00494927795048294
FEZF2	FEZF2	2.94788686499869	-0.322095583354425	9.56732689141401	0.00198070981324218	0.00494927795048294
VPS13A	VPS13A	0.82559045589576	6.55285142121382	9.55799145416057	0.00199080817269962	0.00497385119613319
ERV3-1	ERV3-1	1.19232899471147	3.44930439937719	9.55546036190719	0.00199355509798974	0.00498005347664688
CPA4	CPA4	1.25505577999225	2.3003641639249	9.55307983936187	0.00199614212073803	0.00498585471616171
SLFN11	SLFN11	-1.09667745908801	5.51529979085704	9.5516627990873	0.00199768369906649	0.00498904350941775
GPC3	GPC3	-6.77015262125852	-0.498320602606231	9.54297174313332	0.00200716501798337	0.00501205764832681
KIAA0232	KIAA0232	0.548311934796468	6.53092713899065	9.54137910508876	0.00200890741212295	0.0050157435095468
ZBTB46	ZBTB46	1.45786469308813	2.15400284290827	9.54049651272685	0.00200987365516838	0.00501749079371502
THNSL1	THNSL1	-2.15975892055109	2.01509672612839	9.53822686866842	0.00201236057690816	0.00502303336579343
CLCN7	CLCN7	-0.748903489604706	4.85883196974237	9.5356654434291	0.00201517096034372	0.00502938175141179
PHF20	PHF20	0.527847388419217	6.30531047663034	9.52612774142411	0.00202567072461547	0.00505491675588753
DCDC2B	DCDC2B	1.85641460321527	2.06752980294146	9.52446793796582	0.00202750361004662	0.00505882028193005
ZNF154	ZNF154	1.1797467660405	4.44309905962347	9.52132748550999	0.00203097614655578	0.00506681332204066
CDCA2	CDCA2	1.46628010062943	5.10797058378576	9.52072662596431	0.00203164123036743	0.00506780123066355
TCTN3	TCTN3	-0.631333369117036	5.4981444632745	9.51792745080603	0.00203474251380205	0.00507457905163925
ZNF347	ZNF347	-1.03136249446874	4.38995182864261	9.51778784926594	0.00203489730780968	0.00507457905163925
GALP	GALP	6.20927700284212	-0.652610163671436	9.51274299375548	0.0020404992013914	0.00508787520982447
BNC2	BNC2	1.05425544829601	6.19360679454495	9.51059731778791	0.00204288653387168	0.0050924943909301
CRYGN	CRYGN	5.02891604755064	0.0341202467762769	9.51059192676112	0.00204289253562772	0.0050924943909301
GLRX	GLRX	-1.37769567609825	4.49317140689046	9.50791080478938	0.00204587960849199	0.00509916428705541
NHLH2	NHLH2	7.41483835438961	-0.592928983893854	9.50770441949871	0.00204610972852321	0.00509916428705541
TNKS2	TNKS2	-0.450525294769066	7.06682356753413	9.5059962598614	0.0020480153379293	0.0051032380073065
EPN2	EPN2	-0.624093837794263	4.44969757208792	9.50398668241042	0.00205025951075116	0.00510815416933148
ENO1	ENO1	-1.02090302251754	10.169866818603	9.50141028596616	0.00205314032039401	0.00511465498068523
ZBTB43	ZBTB43	0.710104870910784	5.21260224303694	9.49686614522819	0.00205823138018116	0.00512665938142464
FARP2	FARP2	0.500046936628961	6.72878773792493	9.49135115265678	0.00206442733970019	0.00514118253892915
THSD4	THSD4	1.00233522903196	4.12833290237143	9.49119054890314	0.00206460805723577	0.00514118253892915
CXorf28	CXorf28	-6.70094990165954	-1.21950945410557	9.4885319935273	0.00206760189796578	0.00514795697308163
RILPL2	RILPL2	-1.04777333340964	4.04084381034848	9.48813880739618	0.00206804504453333	0.00514837968588184
FJX1	FJX1	-2.3654117610701	3.35117625948292	9.47811897198074	0.00207937061582602	0.00517589040547864
DOCK5	DOCK5	0.658604684581217	8.02940477745473	9.47527385738376	0.00208259794237997	0.00518323867435468
UTP23	UTP23	-0.626148140811532	4.83904847076428	9.47478383199591	0.0020831543102046	0.00518393830920761
CIITA	CIITA	1.852777510127	1.07873654143827	9.47125217305912	0.00208716856548909	0.00519324158988718
TMEM133	TMEM133	1.44754610962643	1.51575911331313	9.4663562727247	0.00209274646246312	0.00520643251354927
UCHL1	UCHL1	-1.75032149347542	7.06474944925595	9.46277867718865	0.00209683197246466	0.00521590761292128
LIG4	LIG4	-1.00517064699888	4.80877286714836	9.45871453835478	0.00210148291491419	0.00522678654735592
PCDH7	PCDH7	3.33012580128948	4.02434668020477	9.45590958931894	0.00210469895907503	0.00523409421580089
MATN3	MATN3	1.76357012207559	2.0521614394728	9.4540037954222	0.00210688691458633	0.00523884357834755
HOXC9	HOXC9	-2.16851626190998	2.39958608647723	9.4523530358335	0.00210878394097095	0.00524286837759813
CASP10	CASP10	1.33540574484793	3.16795832818898	9.44468150500519	0.00211762269696974	0.00526414839651941
ZDHHC18	ZDHHC18	-0.997229513302693	4.23235521443727	9.43377922739629	0.00213024843717117	0.00529483553084922
MPI	MPI	-0.788369842883345	4.34700807946647	9.43351996896666	0.00213054960744202	0.00529488529387115
PRKAB2	PRKAB2	0.609879959286307	6.61132549684212	9.43294239467976	0.00213122070793053	0.00529585428057205
C12orf76	C12orf76	1.35709939782348	2.64046707757841	9.43218233757976	0.00213210416724465	0.00529735063083358
DPP10	DPP10	5.7336983132507	-0.966137563272885	9.43187294071091	0.00213246390388123	0.00529754553512666
THTPA	THTPA	-3.94882604604757	1.0034462838209	9.42881891629673	0.00213601813128716	0.00530567521320641
ZNF766	ZNF766	-0.828723822284485	4.38861183909799	9.42765313023163	0.00213737643932544	0.00530834900195386
CDH23	CDH23	2.87650943726905	0.366145946609321	9.42617555402819	0.00213909928646325	0.00531158751947959
ALX4	ALX4	2.89764180859334	0.601869573897983	9.42605108395593	0.00213924448230514	0.00531158751947959
TAPBPL	TAPBPL	-0.937344462168899	3.23247964329215	9.42398030855595	0.00214166153373636	0.00531688790731043
ADH4	ADH4	3.35580811307198	-0.17849934536387	9.41934789622002	0.00214707861340526	0.00532963378492966
PRPS2	PRPS2	-0.813008524676694	4.84540746160356	9.41156180941586	0.00215621488397289	0.00535160713097804
FKBP1C	FKBP1C	-1.94340295802373	1.98514794889414	9.40627836194457	0.00216243697972664	0.00536634281712897
PRRC2C	PRRC2C	0.470479020842102	7.71326873229222	9.39492852309677	0.00217586486185724	0.00539895427448715
COL4A1	COL4A1	-2.10391259269183	8.82456034366748	9.39272604716339	0.00217848037136019	0.0054047320292223
LMBR1	LMBR1	-0.510474541875396	5.64149604386947	9.38919895831755	0.00218267554445684	0.00541442683466223
PHLDB3	PHLDB3	0.923091323176127	3.09766918686311	9.38786258833505	0.00218426718288748	0.0054176615113025
TNR	TNR	7.35588434490607	-0.431998275248306	9.38645184894131	0.00218594867383919	0.00542111816887193
ATG2B	ATG2B	-0.517556659244601	6.33286118706642	9.38463482817269	0.00218811635511019	0.00542577950174987
DNAJB1	DNAJB1	-0.584736215753952	6.46035005836194	9.38382530491472	0.00218908280737823	0.00542746136273751
ADD3	ADD3	-0.974022591863844	7.31705400635978	9.3832352613336	0.00218978750582886	0.00542849389196721
FBXW10	FBXW10	4.45286886827483	0.13985792673243	9.37762340580624	0.00219650134631573	0.00544442088117454
ARHGAP22	ARHGAP22	-1.21697830197461	5.41394872367197	9.37159457427533	0.00220373730970093	0.00546163768306326
VPS25	VPS25	-0.504656859380136	5.92079154566257	9.3713477262162	0.00220403409801233	0.00546165449577186
ANO4	ANO4	1.75047154877051	4.40785602308068	9.3707259698667	0.00220478182262744	0.00546278858907284
SMTNL1	SMTNL1	3.95752996466049	0.669145221879336	9.36671060293441	0.00220961690611839	0.0054740483021478
PLK4	PLK4	2.02708893259886	4.82189626194953	9.35853013973117	0.0022195006720127	0.0054978108846528
FOXN1	FOXN1	6.30483260530872	-0.442462653596581	9.35770584477601	0.0022204990820781	0.00549956065396854
ATP2C2	ATP2C2	1.69364731189977	0.857494698954014	9.35568214685088	0.00222295217656551	0.0055044198174909
PPP2R5B	PPP2R5B	-0.832393313703473	4.45947315225805	9.35560514988723	0.00222304556532872	0.0055044198174909
MSRB3	MSRB3	-0.939028713085846	7.76812248774067	9.35476216617234	0.00222406827126261	0.0055062281783474
EMP2	EMP2	-1.2728446031451	5.8325179659898	9.3538215018205	0.00222521004654385	0.00550833081053632
AIF1L	AIF1L	4.24948003850791	0.152052124252105	9.35334424669618	0.00222578956457588	0.00550904124979071
TREH	TREH	1.59062053152001	0.64473439329064	9.35195960430709	0.00222747176505555	0.0055124803878175
TEPP	TEPP	5.80552675480447	-0.072840586172085	9.35162144932598	0.00222788278505988	0.00551277315609416
RXRG	RXRG	6.42582273549189	-0.785078102037741	9.35078645940776	0.00222889802664531	0.00551456076403195
NKX6-1	NKX6-1	5.05807362098657	0.409321416486039	9.34675946574458	0.00223380093236445	0.00552596518576379
FAM83F	FAM83F	6.85248811318715	-0.724559329138434	9.34411886718635	0.00223702182537628	0.00553320620400729
YBX3	YBX3	0.54833245660473	6.65962783603488	9.34123494482672	0.00224054489721329	0.00554064428288524
DBNDD2	DBNDD2	-4.91087585329295	-0.297331891992657	9.34117567129577	0.00224061736624298	0.00554064428288524
MRPL47	MRPL47	0.502361928080869	5.92924296112093	9.34015608693604	0.00224186430319045	0.00554299992411523
MACROD1	MACROD1	-1.31787645975402	2.3016294503904	9.33706111569474	0.00224565372158435	0.00555164039624548
SYP	SYP	1.68891912389459	1.39486804853004	9.33473150404289	0.00224851033512874	0.00555797284964951
SYT1	SYT1	2.48775487866579	3.44018494066335	9.32660045475068	0.00225850969821119	0.00558195710582826
TMCO6	TMCO6	0.977532869722147	2.85869955635632	9.318134082972	0.00226896937754563	0.00560707260035649
SMPD3	SMPD3	2.43735262886473	0.436329377931688	9.30755754238987	0.00228210511193489	0.00563879369890709
CAPN3	CAPN3	2.6359788007902	0.415516384848632	9.30504296726395	0.0022852394711157	0.00564579758094215
PCDHGA4	PCDHGA4	-2.3520900820406	2.70892772851399	9.30455215380307	0.00228585176785956	0.00564656956244741
TMEM14E	TMEM14E	1.86710939774188	1.37425589757939	9.30400480080502	0.00228653479477544	0.00564751603803355
DPH7	DPH7	-0.617294903174513	3.79010246326236	9.30146914371348	0.00228970167462006	0.00565459633334903
GJC1	GJC1	-1.06628709439363	6.350334446654	9.29403867552592	0.00229900752198679	0.005676833441927
CBWD5	CBWD5	0.866259539606104	4.07904945996642	9.29283892092513	0.00230051367703712	0.00567980782375984
RECQL5	RECQL5	0.865624910137513	4.46970073517422	9.28933331026198	0.00230492030979321	0.00568994156433811
STAG2	STAG2	-0.498926221536795	7.66527750353575	9.2887115234042	0.00230570280378581	0.0056911272481911
AAR2	AAR2	-0.447229010440259	5.29183986671978	9.28468799191462	0.00231077277658873	0.0057028939459436
KIAA0087	KIAA0087	6.83055651996514	-0.876996172720924	9.28343799187839	0.00231235017862642	0.00570603916588986
ZNF506	ZNF506	0.692919374564654	4.6124850545652	9.28045559446853	0.00231611814445489	0.00571458836820633
RPL12	RPL12	0.833874660026611	9.9040576165596	9.27588400158878	0.00232190599890069	0.0057281183753336
LRRC16A	LRRC16A	1.00403921801118	4.49373982912239	9.27482785328611	0.00232324521831661	0.00573067153851431
MIDN	MIDN	0.900207468580864	3.83311457526691	9.27454413203964	0.00232360511665702	0.00573080869067597
GLE1	GLE1	-0.63464036123584	5.09003126124077	9.2665466453566	0.00233377317332029	0.00575513292826255
MYT1	MYT1	7.16775782132622	-0.766710185476719	9.26539816862316	0.00233523705653303	0.0057579889350205
ZNF71	ZNF71	0.669002795415667	3.81036768209994	9.26205679489751	0.0023395013730585	0.00576774831245067
UTRN	UTRN	0.549129166277926	8.72797198258467	9.25698325125763	0.0023459914246426	0.00578299168852016
RGS14	RGS14	-2.60365560053739	1.32199444631861	9.25227134157511	0.00235203523597469	0.0057971312130757
CYGB	CYGB	-2.47691202787642	3.31693865006865	9.24803729871283	0.00235747957848533	0.00580978970186001
CD28	CD28	3.54269797997252	-0.0604781095597568	9.24518361184596	0.00236115620232604	0.00581808906952849
KRR1	KRR1	0.554744099735993	5.92094693782037	9.2431559606645	0.00236377211603247	0.00582377292794866
ALDH7A1	ALDH7A1	-0.683068491278269	4.96928250261032	9.2425957813484	0.00236449533295971	0.00582479275417006
ZNF217	ZNF217	-0.990920088199642	6.34117500257584	9.24178941445465	0.00236553678344888	0.00582659616043588
HOXC10	HOXC10	5.94144829437213	1.94849741302013	9.24024894972109	0.00236752764053246	0.00583073728967541
STX1B	STX1B	2.12332125841763	2.14296340038729	9.2365399457014	0.00237232803948135	0.00584179575935568
DPYSL5	DPYSL5	6.45971777350336	-0.972504549947082	9.23409851976993	0.00237549325732917	0.00584882527327496
SF3A3	SF3A3	0.560245580133876	6.97920831483418	9.23379174852013	0.00237589127776249	0.00584904057962104
SERPINF1	SERPINF1	-2.49313476127679	5.6927784912906	9.23329116060452	0.00237654091098361	0.00584987517665068
VSTM1	VSTM1	6.50548468550495	-0.816512619208347	9.2261305603946	0.00238585326519895	0.00587151731982771
VTCN1	VTCN1	6.59609346956303	-1.0436544403865	9.22605120470198	0.00238595667438228	0.00587151731982771
LOXL3	LOXL3	-1.19342880454425	5.25020996634632	9.21971014692888	0.0023942344874792	0.005891118121596
LIAS	LIAS	1.06933915485903	3.65170775109422	9.21819499656443	0.00239621672141825	0.0058952252794866
MTBP	MTBP	1.45032783548385	3.95843716387069	9.21438784902708	0.00240120487138021	0.00590672561947537
C7	C7	3.45592613474838	0.303357618857178	9.21238106246511	0.00240383841588247	0.00591243161633988
CPD	CPD	-0.896096975467108	8.16870285277778	9.21010286406063	0.00240683169189418	0.0059190207956964
SLC6A8	SLC6A8	-1.15788271644997	4.06204213789703	9.19689139818171	0.00242426467112211	0.00596111457778334
MMP11	MMP11	-3.08215561135631	2.8908089427498	9.19378372708091	0.00242838393060289	0.00597046404243397
DNAJB13	DNAJB13	6.30207925480048	-0.622469361463509	9.1895744510735	0.00243397471043174	0.00598342849778891
C22orf46	C22orf46	0.92137882117741	3.55603647020571	9.18190375013835	0.00244419658377428	0.0060077726784418
CCNJL	CCNJL	3.56036217974	0.346746845776188	9.18044181047996	0.00244614968209785	0.00601178872020734
MME	MME	-1.11451461342914	6.42718904762482	9.17986763925536	0.00244691718711057	0.00601289031639526
DAAM1	DAAM1	0.917435456523192	5.29616739171362	9.17773208005352	0.00244977397300058	0.00601912501415786
TRPC1	TRPC1	0.468182599203448	5.66989565098801	9.17456850332178	0.00245401218344871	0.00602875181983949
SZT2	SZT2	0.569339532026527	4.94926528008394	9.17235322776602	0.00245698439368652	0.00603526634750205
ADAMTS15	ADAMTS15	2.93864080181652	0.773259779429263	9.17147745006872	0.0024581604221215	0.00603736766168678
NOLC1	NOLC1	0.738225953939554	6.42275548455309	9.17021935719401	0.00245985083811176	0.00604073162526521
ASPN	ASPN	-1.7421372729174	3.30787895389626	9.16720440046271	0.00246390663829842	0.00604920972771098
AKR7A2	AKR7A2	-0.62820544206893	5.73623643161662	9.16717544869634	0.00246394561786603	0.00604920972771098
