genes	logFC	logCPM	LR	PValue	FDR
TRAF1	TRAF1	0.766129233090767	2.05517204659095	11.7904912536906	0.000595340230805787	0.00109055953377739
ALPK1	ALPK1	0.543600328680385	3.97040256843209	11.7844639304422	0.000597270892003086	0.00109398975968626
SMTNL2	SMTNL2	5.77091835060947	-1.54806422452779	11.7758761811735	0.000600032630882543	0.00109886905202908
PRDM11	PRDM11	-1.03427312663641	1.8319486884838	11.7758177378335	0.000600051469817184	0.00109886905202908
RMI2	RMI2	-1.36310873848829	2.04783018592155	11.7741342307646	0.000600594396846284	0.00109975637100691
SRSF3	SRSF3	0.255900281836173	8.60295748093763	11.7738594767323	0.000600683051441561	0.00109981177404228
CCDC152	CCDC152	1.14925271122581	2.17639019232385	11.7718347987719	0.000601336759767952	0.00110086793037586
C17orf78	C17orf78	2.99383346690472	-0.466581253819147	11.7717108587432	0.000601376799644603	0.00110086793037586
ZMIZ2	ZMIZ2	0.756347115476217	3.81546977690461	11.7701764525249	0.000601872725612628	0.00110166867931409
CST8	CST8	5.69939155307096	-1.27981913143688	11.7687437300927	0.000602336159813457	0.00110240980541952
IL2RA	IL2RA	5.9650813850129	-1.43656052454595	11.7652378018922	0.000603471721848271	0.00110438081212404
ENHO	ENHO	-4.17236591581322	-2.02815998889523	11.7621411149801	0.000604476529494273	0.00110611217255787
BTBD19	BTBD19	0.712269349056079	3.67637183053891	11.7593234946846	0.000605392253968485	0.00110768020198081
IDO2	IDO2	5.18535699001912	-1.38347862267143	11.7523395113247	0.000607668087397981	0.00111173626286829
FRMD4A	FRMD4A	0.933486026675751	5.0766149538438	11.7515906676418	0.000607912621367671	0.00111207560934603
BCL2L2-PABPN1	BCL2L2-PABPN1	2.73095704415421	-0.544668553253235	11.7504629272936	0.000608281071091883	0.00111264155126976
SOSTDC1	SOSTDC1	4.59336408709563	-1.21924693708176	11.7495619985715	0.000608575580078791	0.00111307214719082
CYP2D6	CYP2D6	2.41227440519107	0.063132988121437	11.7388072259847	0.00061210239931233	0.00111941391398807
TRIM35	TRIM35	-0.639167895945271	5.20612046418688	11.7318432636296	0.000614397098058368	0.00112350136399002
C3orf72	C3orf72	-2.04346389014812	2.90495609413201	11.7260757451649	0.000616304131460137	0.00112687919493095
ADH4	ADH4	1.92751793420659	-0.17849934536387	11.7195148746419	0.000618480755976118	0.00113074925514981
LAMA1	LAMA1	-0.78915796747394	3.54569857639898	11.7191201709411	0.000618611949572822	0.00113087932889778
GLRA4	GLRA4	3.77254472958864	-0.834220832775961	11.7187901916842	0.000618721651302593	0.00113097009210732
LOH12CR1	LOH12CR1	-0.853858641022853	2.32836640896301	11.7174381060157	0.000619171357907797	0.00113168227712321
MAPK12	MAPK12	-0.4503768775869	4.84288124723362	11.7154732443159	0.000619825463592229	0.00113276787538403
AL359091.2	AL359091.2	3.50154312600499	-0.535255896737273	11.7135339305025	0.00062047174862612	0.00113383897165493
C9orf40	C9orf40	-0.853688296816997	3.20764990976011	11.7088175791056	0.000622046335360438	0.00113660605742147
TSC2	TSC2	0.327231675223761	5.78828945811013	11.7083564659953	0.000622200497569818	0.00113677745156503
EID2B	EID2B	0.848568808579472	2.19505307944662	11.7024131002374	0.000624190977747608	0.00114026039004956
PILRB	PILRB	1.16904046157532	2.25476167402922	11.7023029432354	0.000624227930834755	0.00114026039004956
PMCH	PMCH	1.97355091393925	-0.432164292626936	11.6960032172611	0.000626344906736039	0.00114401645122295
ZW10	ZW10	-0.440101598428629	5.22310395406967	11.6939584386448	0.000627033596782599	0.00114516327853052
ENO4	ENO4	1.66669365357388	0.450828161388955	11.6927740237669	0.000627432862422366	0.00114578135343745
CAAP1	CAAP1	-0.466228924299174	4.5813499320214	11.6872901463282	0.000629284823703482	0.00114905187946555
RMDN2	RMDN2	0.485105892362152	3.68578030023063	11.6857077847463	0.00062982022891013	0.00114991801949244
LRP8	LRP8	0.436629330570257	4.71875008412027	11.6797766115332	0.000631831187980159	0.00115347777852175
RARS	RARS	0.33075968032982	7.89851545489342	11.6767312097525	0.000632866247062764	0.00115525540670089
TMEM254	TMEM254	-1.00171235222512	3.00650880164677	11.675196924939	0.000633388362227448	0.00115609643592068
ASPDH	ASPDH	-4.08317055584428	-1.58404649717707	11.6675356133621	0.000636002013703824	0.00116075452312086
GRK5	GRK5	0.529345888256875	4.99546032659135	11.6650292907143	0.000636859406416966	0.00116220670552817
ENO2	ENO2	-0.756826053754692	3.50201752745448	11.6573325874859	0.000639499690105759	0.00116691189456078
VPS37A	VPS37A	0.332792111168348	6.91127476930219	11.6566475746222	0.000639735212576187	0.00116722856601892
EXTL1	EXTL1	-2.72377641120977	1.990194572419	11.6538556934651	0.000640696029122397	0.00116886838287921
NPY5R	NPY5R	5.30225047429074	-1.55507985979378	11.6420881509405	0.000644761833385973	0.0011761719883919
TCEA3	TCEA3	0.72115003233192	3.97015179418571	11.6418606833601	0.000644840681921217	0.00117620189468497
SLC2A9	SLC2A9	1.40463804292043	1.60727486674404	11.6396352104523	0.000645612625683312	0.00117749589187428
MS4A2	MS4A2	5.00861013231945	-1.42582129163826	11.6393203428786	0.000645721918286654	0.00117758118399269
SYCE2	SYCE2	1.62422733348332	0.0610093802779004	11.6358815400855	0.000646916766488376	0.00117964595887641
OR5H1	OR5H1	5.38188764846512	-1.48849765652887	11.6331241358074	0.000647876468590131	0.00118128158901713
IL8	IL8	-1.34597961319659	3.91131656348181	11.6326992137078	0.000648024488622804	0.00118143709527912
PDGFD	PDGFD	-1.92315859856343	4.50577893556329	11.6308341770615	0.000648674571261354	0.00118250781149599
PCGF3	PCGF3	-0.361783350570949	6.17142805040328	11.6301893490097	0.000648899487616819	0.00118280333432903
TRAF7	TRAF7	-0.344100623850056	5.95119098796252	11.6273983507848	0.000649873897841117	0.00118446483286962
GPR12	GPR12	5.70801443334901	-1.20342052152147	11.6216540182644	0.000651884047523101	0.00118801357335035
ZNF580	ZNF580	0.696568735009643	2.92407894487191	11.6197641443207	0.000652546754729237	0.00118910624400733
GSTM4	GSTM4	-0.876836867632753	2.74451270174113	11.6194335526906	0.000652662750598006	0.00118920255243927
SPN	SPN	5.96162803877303	-1.13157372803838	11.6168402496961	0.000653573394839757	0.00119074661362263
SMARCC2	SMARCC2	0.392276032189541	5.82496178831322	11.6137999395766	0.00065464264099717	0.00119257930527178
STIL	STIL	1.02167479099424	5.7088659092908	11.6132102070777	0.000654850248424991	0.00119284212482714
WDR25	WDR25	-0.636038796371707	3.49513401397652	11.6108994594631	0.000655664357133213	0.00119420955879012
ARHGAP17	ARHGAP17	0.402980672094224	4.77230756495247	11.6091208882791	0.000656291668790064	0.00119523653402217
TIE1	TIE1	1.69896243569501	-0.24058960389778	11.6051342554329	0.000657699978863955	0.00119768552523157
RNF216	RNF216	-0.243381418669058	6.45860299852234	11.6043040579544	0.000657993636579066	0.00119810443369366
PNCK	PNCK	3.80273209006751	-0.999954091288736	11.6011298669596	0.000659117634092505	0.00120003503507967
SDR39U1	SDR39U1	-0.863703476537561	1.40922916888455	11.6000111488365	0.000659514240012917	0.00120064105192492
DMXL2	DMXL2	0.339255520958852	5.59688056906998	11.5963681523166	0.000660807419801486	0.0012028790003017
SRPK3	SRPK3	1.20175299694461	0.951386812984372	11.5942560287288	0.00066155834757468	0.00120412954091756
LIG1	LIG1	0.811878717808604	4.71736641542866	11.5931397618317	0.000661955564383788	0.00120473609818708
WNT7A	WNT7A	5.2328851935241	-1.41342827458298	11.5888772150677	0.000663474583347172	0.00120738398185112
DCST2	DCST2	2.26050850468944	-0.511832545687035	11.5857364109351	0.000664596105909778	0.00120930806401921
SCRG1	SCRG1	1.3636728478602	1.71145716633864	11.5836278695382	0.000665350100789509	0.00121056308068484
TBC1D3G	TBC1D3G	3.67641780610233	-1.58539602968933	11.5829291709537	0.000665600139476972	0.00121090102654268
LINGO4	LINGO4	5.99069327748489	-1.43095131896565	11.5790744968702	0.000666981293615805	0.00121329650368651
PET100	PET100	-1.17343019448004	0.950464310321817	11.5777358289853	0.000667461623727252	0.00121405299977355
TMEM17	TMEM17	-1.23599978135974	1.66120107776754	11.5704948075975	0.000670065852118057	0.00121867215769574
AP1S2	AP1S2	-0.53777647053256	6.21312877953989	11.5702040689483	0.000670170630126551	0.00121874502483327
WBP2NL	WBP2NL	2.84999836984303	0.370319118474826	11.5687657883377	0.000670689209166034	0.00121957032695027
RPS25	RPS25	-0.428123275835008	8.81541695186459	11.5680970938679	0.000670930448206066	0.00121989120786492
MFSD9	MFSD9	-0.66892695626222	2.82293938850498	11.5645014465875	0.000672229121862832	0.00122213447746334
FAM151A	FAM151A	2.42055525096335	-0.449169316848486	11.5491655594811	0.000677796699773392	0.00123209982419939
KCTD10	KCTD10	-0.382417483710969	7.12094243475395	11.5490430659707	0.000677841357114104	0.00123209982419939
KCTD7	KCTD7	-0.763801889119402	4.40538874675879	11.5466093831206	0.000678729218883406	0.00123359461293488
CAPN9	CAPN9	1.58137033460556	0.0659837880981395	11.54164060772	0.000680545588226888	0.00123677651867963
NF2	NF2	-0.549810224145633	7.37685032732487	11.5406761949401	0.000680898704410893	0.00123729885181111
MYH14	MYH14	5.33784051579175	-1.17632560096495	11.5403479106109	0.000681018946725453	0.00123739795693975
SPAM1	SPAM1	5.47860003727542	-1.6116409258983	11.5392563733794	0.00068141890367599	0.00123800522987941
NARS2	NARS2	0.613809292600532	3.87649385936379	11.5375472800237	0.000682045619869097	0.00123896141163637
UGT1A1	UGT1A1	5.98524998083525	-1.45975171065662	11.5374623576971	0.000682076775651564	0.00123896141163637
PIRT	PIRT	6.17947580843529	-1.25014762113527	11.5295399957055	0.000684989615094038	0.00124413245453429
LINGO3	LINGO3	3.15968247716557	-0.529181498279946	11.5288912031493	0.000685228714605323	0.00124444670994812
PPBP	PPBP	6.23538640219777	-1.215978916842	11.5280313925805	0.000685545710481718	0.0012449023590302
MRPL14	MRPL14	-0.479212230610446	4.97409510970537	11.5225602251614	0.000687566299581519	0.00124845122638052
C9orf3	C9orf3	-0.401302081656986	5.79512169461736	11.5154467721157	0.000690202409562678	0.0012531169362088
KLHL40	KLHL40	4.01156938929434	-0.983346428002376	11.5150930041811	0.000690333775384435	0.00125323462423511
OR10G2	OR10G2	5.41586499363125	-1.43973398917788	11.5125340422472	0.000691284755621595	0.00125484007736111
PEX6	PEX6	0.7734866030703	4.77034924783413	11.5122820193667	0.000691378485771117	0.00125488926585654
ZNF177	ZNF177	1.57223902146385	-0.570225233837269	11.510336955103	0.000692102309107696	0.00125608198780238
TRIM16L	TRIM16L	-0.677786462013873	4.12322679447027	11.5075616853393	0.000693136405163468	0.00125783753309343
LHCGR	LHCGR	3.08451174095916	-0.102025278980191	11.502064808303	0.000695189211646154	0.00126144122005319
NDRG2	NDRG2	1.43534075949103	1.210377292448	11.4991673263152	0.00069627374585479	0.00126328742347623
NKAIN1	NKAIN1	3.05401391838127	-0.622660732897752	11.4969226784154	0.00069711509753965	0.00126469209439979
CACNA2D3	CACNA2D3	1.69011384150983	0.752590360695215	11.4946936492481	0.000697951611252804	0.00126608771862108
FAM150B	FAM150B	1.76522659477662	-0.206145390413821	11.4933715217726	0.000698448260441583	0.00126686661744162
TLE6	TLE6	2.71500638693235	-0.299357996814987	11.4872128621661	0.000700766432616073	0.00127094898165047
PCSK2	PCSK2	4.01976451496825	-0.78451863160902	11.486703830857	0.000700958383770171	0.00127117469827093
GPR39	GPR39	-2.89483502031159	-0.0623664337599464	11.4782359499681	0.000704159348441742	0.00127685663481642
SLC6A2	SLC6A2	5.7593467732524	-1.355127360613	11.4761184678627	0.00070496208849049	0.00127818917998858
SLC39A10	SLC39A10	-0.555741962852222	6.69267406803597	11.4731327646477	0.00070609554325925	0.00128012104025813
SOCS7	SOCS7	0.602311738034142	3.28705500734204	11.472155719961	0.000706466855863236	0.00128067093045263
ZNF524	ZNF524	-0.864883417350953	2.34472480083586	11.4689955217543	0.000707669197779495	0.00128272704540724
CFB	CFB	-2.28753742311155	-1.79578668170078	11.4630573978978	0.000709934035181014	0.00128670846738178
ALKBH8	ALKBH8	0.43097520964497	5.11335454065132	11.4608200639035	0.000710789266313046	0.00128813455085389
CCT3	CCT3	-0.275138021544472	8.28848973586759	11.459477088832	0.000711303124474403	0.00128894176303535
SMPD3	SMPD3	1.60364983341415	0.436329377931688	11.4571703458548	0.000712186622079791	0.00129041857356443
OTUD5	OTUD5	-0.365687575532105	5.61995530657681	11.4561628114075	0.000712572862125423	0.00129099420032786
NBEAL1	NBEAL1	0.290924266017786	7.38778337517562	11.4550370088709	0.00071300469078573	0.00129165230295957
SEMA3A	SEMA3A	-0.881750921430799	5.40532761120587	11.4501045974955	0.000714899754621493	0.00129496076548875
PCDHGA6	PCDHGA6	-1.82693548699927	1.42721617927196	11.4494334994594	0.000715157987724792	0.00129530394141383
UBQLN1	UBQLN1	0.2712449615044	7.39471425078951	11.4468891079069	0.000716137905272719	0.00129695405038957
KCNK1	KCNK1	-2.08753728266626	2.11224822568612	11.4420532278158	0.000718004080900658	0.00130020873611559
CCNB3	CCNB3	2.74351704144128	-0.026628531706217	11.4389968602209	0.000719186072191151	0.00130222394938717
GLB1L3	GLB1L3	3.82039654830106	-0.872330215202668	11.4386994815281	0.000719301182560278	0.00130230716892499
RDM1	RDM1	4.88236045202081	-1.08043846868967	11.4375820551177	0.000719733886227862	0.00130296532532244
GPR3	GPR3	1.10260905505893	1.21006933210562	11.4365439946606	0.000720136092447191	0.00130356814965955
SIRT3	SIRT3	0.576918077544381	3.38948494713272	11.4354653407304	0.000720554267556658	0.00130419976173902
GSG1	GSG1	2.05359380940791	0.315799100595273	11.430797929973	0.000722366569744608	0.00130735032939934
EMR2	EMR2	1.92564565200806	0.31179343252334	11.4306251323507	0.000722433753414696	0.00130735032939934
ZNF80	ZNF80	4.21514646992679	-1.06078989017645	11.4303522354667	0.000722539868508828	0.00130741673170895
COL24A1	COL24A1	1.89831058435308	3.57698392560958	11.429524186933	0.000722861948965887	0.0013078738673143
HOMEZ	HOMEZ	-0.72128693894117	2.9940715943861	11.4293287579356	0.000722937984819692	0.00130788578944373
DOCK9	DOCK9	0.968728395803486	4.84853248326707	11.427809370028	0.000723529411040685	0.00130883002575442
PSMD5	PSMD5	-0.384113267484596	5.85057230538061	11.4235522367782	0.000725189117568016	0.00131170636296182
FSD2	FSD2	1.69977583317902	0.150813160162177	11.4191077553308	0.000726925968851915	0.00131472167208183
NGB	NGB	5.47124014366375	-1.46513256168134	11.4163123705576	0.000728020524786339	0.00131657485531987
ZNF251	ZNF251	0.435223975498436	4.88666685049527	11.4085483751173	0.000731069324014203	0.0013219614574325
CGRRF1	CGRRF1	-0.517717680105969	4.01242975568264	11.4024015128325	0.000733492247226887	0.0013262153890192
PUS7L	PUS7L	-0.528598530629625	5.59149036681961	11.398766639701	0.000734928829378624	0.0013286852878648
FAM212B	FAM212B	0.773727391241428	2.16481153240258	11.394422355584	0.000736649516028652	0.00133166829865306
FOXR1	FOXR1	6.04662356171425	-1.36033361711749	11.3853934332569	0.000740238729133899	0.0013380282163143
RPP40	RPP40	-0.587200886054635	3.22651720460428	11.382304803214	0.000741470585340855	0.00134012625083727
HHEX	HHEX	1.27120554145526	1.2527344875964	11.3791499458808	0.000742730993729849	0.00134227548267098
PLEKHA8	PLEKHA8	0.346475635435654	5.51684335525285	11.3675493845401	0.000747384219287365	0.00135055526787938
CLNK	CLNK	5.04571696585262	-1.56964420567355	11.3646419226099	0.000748555071776817	0.00135254127091747
RPLP1	RPLP1	0.567066531115785	9.40958038497878	11.3644480498433	0.000748633211390439	0.00135255269283539
TBC1D14	TBC1D14	-0.375262925544256	4.84888334891054	11.3568750941056	0.000751691916921265	0.00135794857279407
SNRNP40	SNRNP40	0.456883634745915	5.80010100639532	11.3483845080004	0.000755136269891784	0.00136404003173527
METTL7A	METTL7A	-1.31234594036345	2.77125604748097	11.3430553949733	0.000757306257918301	0.00136782859455024
EVI2A	EVI2A	1.37853372593205	0.982839498562166	11.341914177461	0.000757771774463091	0.00136853815002526
RORA	RORA	0.751932835044183	5.59000721375964	11.3402153695207	0.000758465274555456	0.00136965926893306
EDNRB	EDNRB	-3.32059414905501	1.69196541954673	11.3378771330293	0.000759420855889087	0.001371253401626
STMN3	STMN3	-1.29456546634156	3.52534994135289	11.3279742145636	0.000763481446810188	0.00137845327272325
GP5	GP5	2.81116208144308	-0.531017621900213	11.3226373922122	0.000765678846657775	0.00138228812491429
C6orf118	C6orf118	5.03210924327298	-1.44855108288035	11.3209391852102	0.000766379411122338	0.00138342024821882
AP3B1	AP3B1	-0.222389953132977	7.23163868273163	11.3207264953324	0.000766467198096974	0.00138344611287716
MBD4	MBD4	0.311579123992174	5.69869753520563	11.3167197775897	0.000768122856293702	0.00138630165333774
RPLP2	RPLP2	-0.479955941271049	8.91295171064555	11.3136533750568	0.000769392397718157	0.00138845985303048
PTBP1	PTBP1	-0.332033779632409	7.23860320037388	11.311404440767	0.000770324841308562	0.00139000936441163
RAD18	RAD18	0.642221899572217	5.56306256374029	11.3111541222918	0.000770428697889382	0.00139006358185004
IER5	IER5	0.43446346927481	5.60906401654888	11.3095273949383	0.000771103968292056	0.00139114867658246
CTLA4	CTLA4	4.76644012128009	-2.11576376935288	11.3058484467925	0.000772633342160406	0.00139377430391829
GRB7	GRB7	2.53491221473604	0.065595770179594	11.297483582446	0.000776122113616923	0.00139993370038766
FAM83H	FAM83H	-1.78082336885378	1.17918443447595	11.2948214008472	0.000777235777566597	0.00140180821671248
SERTM1	SERTM1	4.76077721648446	-0.685111103755587	11.2876930195394	0.000780225733338466	0.0014070660955629
SNAPIN	SNAPIN	-0.413129615756111	4.53843333628647	11.2866891902607	0.000780647715977951	0.0014076923051525
SPIN3	SPIN3	0.769821571740107	2.49489810161197	11.2863012869523	0.000780810841794219	0.00140785165950316
HCFC2	HCFC2	0.273480133526035	6.49932567484583	11.27999107454	0.000783469332160774	0.00141250985377981
NFATC4	NFATC4	-0.862010106896288	6.10894581880988	11.2741308526541	0.000785946432929233	0.00141684016189875
RAB4A	RAB4A	-0.415294819595654	4.67996312821571	11.2735491121778	0.000786192764552931	0.00141714857722295
CLCC1	CLCC1	-0.31531350856199	5.19885429462167	11.2665874781554	0.000789146652440714	0.00142233696099301
C19orf33	C19orf33	-3.49792177715025	-2.2503753235642	11.2599401164593	0.00079197765870633	0.00142730289439391
BABAM1	BABAM1	0.58027462895844	4.59381566849179	11.2455917595572	0.000798123433421628	0.00143824118473156
C1QTNF3	C1QTNF3	-2.61939457361729	3.84539344655253	11.2436725726888	0.000798949117427702	0.00143959134409835
FLJ00104	FLJ00104	1.58080778880754	-0.0871861726971532	11.2417862165713	0.00079976151800319	0.00144091731259486
RTTN	RTTN	0.562081935741812	5.63102010912708	11.2318693715502	0.000804046175501047	0.00144849833778565
CRYAA	CRYAA	4.96515840073352	-1.02865498657343	11.2301801183518	0.000804778340734468	0.00144967866963675
GOLGA8H	GOLGA8H	2.1351936726903	0.234468734217694	11.2206131519934	0.000808937638902503	0.00145703161375773
IL36G	IL36G	4.80750864042882	-1.23532325013305	11.2188912529519	0.000809688548921067	0.00145824466308028
INTS10	INTS10	-0.345452536408273	5.55565811799316	11.2144102649477	0.000811645985015618	0.00146163021952564
KCNH7	KCNH7	4.48643006577342	-0.775457622597227	11.2139835945665	0.000811832617204988	0.00146182653024396
TMEM126B	TMEM126B	-0.385337877125008	4.80324871825875	11.2113621203639	0.000812980242576853	0.00146375305052102
DAPK3	DAPK3	-0.492683968130684	6.37400797129405	11.2100772721579	0.000813543320239456	0.00146462683778508
PROB1	PROB1	1.04089212012238	2.0227856904466	11.2077821809445	0.000814550112358768	0.00146629920340783
ZNF48	ZNF48	-0.891852650791903	3.09885825032482	11.207307313842	0.000814758580402233	0.00146647690388571
NLRP2	NLRP2	4.83142705776026	-1.45073592496845	11.2072025886475	0.000814804562324649	0.00146647690388571
KCNA2	KCNA2	4.35986295307458	-1.01804641189136	11.2056628319684	0.00081548092952297	0.00146755397474497
C17orf107	C17orf107	-1.34782159196891	0.63894262281672	11.2053038737133	0.00081563869025799	0.00146769763554641
TNFRSF19	TNFRSF19	-2.28285680033815	6.06524195400966	11.2046200281544	0.000815939323038455	0.00146809833484124
PDLIM5	PDLIM5	-0.731313472840718	8.41472640926636	11.2034475672697	0.000816455021937569	0.00146888588346869
SFRP4	SFRP4	-3.57984370476014	2.80135967693587	11.200672311259	0.000817677012367693	0.00147094385079002
KIF20A	KIF20A	-1.46106949854953	4.9623801944933	11.1988878989846	0.000818463694322084	0.0014722184102357
IRX6	IRX6	-4.15232091243914	-2.09653733496386	11.1928100472511	0.000821148940690581	0.0014769074586979
NEFM	NEFM	1.69429569422673	2.94614510954402	11.1887906109454	0.000822929651174898	0.00147996888088014
PDHA2	PDHA2	5.84662659439153	-1.44991891123492	11.1851580710378	0.000824542314086724	0.00148272752804309
APOD	APOD	-3.34498508951366	1.75272596682303	11.1782539256842	0.000827616213202468	0.0014881130554938
TOR4A	TOR4A	-1.19629888731403	4.06954993139971	11.1746419199438	0.000829228980985019	0.00149087058700629
GPR25	GPR25	5.69951966241391	-1.46244044161629	11.1743860296344	0.000829343356932684	0.00149093389090428
MYO3A	MYO3A	4.95116118087131	-1.39438798799525	11.1727488646035	0.000830075502217859	0.00149210765803846
SRCRB4D	SRCRB4D	-2.35595373944859	-0.267989156001897	11.1592901195365	0.000836119107647578	0.00150282793990521
HIST1H2AJ	HIST1H2AJ	-1.87120449597592	4.36345353352653	11.1542959478283	0.000838373020698008	0.00150673528951289
ARNTL	ARNTL	0.563829819669629	5.22275680422318	11.1506984177478	0.000840000421464352	0.00150951602456471
NDUFA10	NDUFA10	0.285142374328501	6.3034918283443	11.1378109104202	0.000845856544987378	0.00151989469628349
PNLIPRP1	PNLIPRP1	5.12932320036705	-1.58455260440912	11.1218589377008	0.000853162357830815	0.00153287604321959
FBP1	FBP1	5.38033799288241	-1.54458690428797	11.1180120295943	0.000854933720610759	0.0015359121206012
GGACT	GGACT	-1.25874275056422	1.73647962164654	11.1110146923374	0.000858165278960687	0.00154157065038789
ZFYVE16	ZFYVE16	0.241354649645894	7.05628559902939	11.0994609197911	0.000863528169410784	0.00155105636762168
TNFSF15	TNFSF15	3.9953418014544	-0.352330924994715	11.0977494125593	0.000864325471917065	0.00155234041699543
C18orf25	C18orf25	0.387847401271285	6.09488756921436	11.093149030391	0.000866472241641607	0.00155595860936627
HSPB9	HSPB9	3.3002453587087	-0.719598589744474	11.093078326389	0.000866505277705804	0.00155595860936627
SLFN13	SLFN13	0.947873507701968	1.89943201374746	11.092376155039	0.000866833432604541	0.00155639946956253
CEACAM16	CEACAM16	5.5772685426789	-1.27876934327495	11.0853203151161	0.000870137911915049	0.00156218372689191
OR1K1	OR1K1	5.38055873522492	-0.918181593624146	11.0832287676731	0.000871119896201259	0.0015637976365607
CREB3L3	CREB3L3	5.43279903439366	-1.37071250590308	11.0810586511121	0.000872139952950217	0.00156547957814634
FA2H	FA2H	5.48071424636924	-1.31714054755407	11.0768739231212	0.00087411038205131	0.00156880018427874
NIP7	NIP7	-0.536853624314858	5.35124182925544	11.0767761196669	0.000874156487751347	0.00156880018427874
PASK	PASK	0.754544475926366	2.62951779685815	11.0754431505215	0.000874785110222622	0.00156977874995928
POLR3G	POLR3G	0.757314200762443	2.8382310833162	11.0677339640986	0.0008784297034219	0.00157616869326835
CHST1	CHST1	-4.45222185680214	-2.17632413485144	11.0659440016263	0.000879278119054975	0.00157754070840834
SLC5A2	SLC5A2	2.28649653286609	-0.404432159605601	11.0613272656175	0.000881470208842642	0.0015813229608624
VSX1	VSX1	4.96230029999226	-1.17472528640419	11.0537405438039	0.000885084494052623	0.00158765561258149
DUSP13	DUSP13	4.61873807256703	-1.38323144495328	11.0526203247663	0.000885619429967553	0.00158846387853133
COX6A2	COX6A2	5.38101357458322	-1.56511387509926	11.0522762928929	0.000885783780397507	0.00158860736465348
PI16	PI16	-1.64685785598738	4.86338224768749	11.0518643006649	0.000885980637323489	0.00158877161348715
ZNF134	ZNF134	-0.44380099900711	4.84339161614414	11.0517315334404	0.000886044085193839	0.00158877161348715
C14orf105	C14orf105	4.5825776395268	-0.350407785000604	11.0424167481132	0.000890506994741454	0.00159662207082691
FKBP6	FKBP6	3.07765448900256	-0.981971243496181	11.0422378497839	0.000890592930741683	0.00159662414704028
CD19	CD19	4.4169992412578	-0.817379870063246	11.0410480332016	0.000891164687018491	0.00159749710171514
MYF5	MYF5	5.39165465522393	-1.35443451250122	11.0399146420092	0.000891709673639718	0.00159832190764793
ETFA	ETFA	0.400354434068275	6.98129351279591	11.0395405711499	0.000891889618055793	0.0015984923084169
CLEC4M	CLEC4M	5.08557609530524	-1.66496381510937	11.0368673461458	0.000893176624962451	0.00160064662459966
GBP4	GBP4	2.23884276261887	0.418855519086924	11.0335823105448	0.000894760755578597	0.0016033329505054
ACPT	ACPT	1.55472149253921	-0.225588504971721	11.0328569470973	0.000895110927567292	0.00160380782978545
RNASE8	RNASE8	4.16512331325857	-1.41786493801435	11.0312568475498	0.000895883871724073	0.00160504004529866
COQ5	COQ5	0.336652529170769	4.88621891368074	11.0295770968357	0.000896696018152137	0.00160634225338716
GMCL1	GMCL1	-0.471933364693718	4.56690722908194	11.0284239065529	0.000897254007540338	0.00160718895986372
TMPRSS15	TMPRSS15	5.18024921470316	-1.51669227755377	11.0252457892603	0.000898793607331898	0.00160979362880472
ZNF551	ZNF551	0.632282442340052	4.15308590028631	11.0228899234875	0.00089993660088471	0.00161168752419758
AQP8	AQP8	4.25450224732671	-1.21888565575992	11.0166927622351	0.000902950294517482	0.00161693095908032
ZNF185	ZNF185	-0.806434948486627	3.03328012006387	11.0106707465761	0.000905888588711167	0.00162203839049224
PKD1	PKD1	-0.637552563625418	6.64869242710295	11.0091133056854	0.000906650075626829	0.00162324754009697
NEUROD6	NEUROD6	5.24890955431983	-1.44727641818954	11.0082191890492	0.000907087532647592	0.0016238566230702
CEP120	CEP120	-0.351952972879972	5.75938036167837	11.0080655550524	0.000907162721357275	0.0016238566230702
PPIL3	PPIL3	0.360939809334381	4.90963370259594	11.0069247666238	0.000907721222060994	0.00162470193642603
TMIGD1	TMIGD1	4.5086153773676	-1.58063353589729	10.998203423884	0.000912002470641697	0.00163220968636274
EFTUD1	EFTUD1	-0.355315143361196	5.72731422421742	10.9963487037072	0.000912915569421132	0.00163368860879021
PPP3CB	PPP3CB	0.268185550754451	6.24666151329524	10.9951985180349	0.000913482282492425	0.00163454744191732
WARS2	WARS2	-0.540150291869487	3.76200605772412	10.9871024874392	0.000917481389089319	0.00164154731148766
IGSF6	IGSF6	1.50630941975269	0.690792938179811	10.9799172601299	0.00092104541967291	0.00164776749203951
RAD51D	RAD51D	-0.830245895327712	2.60570839758584	10.9794598525149	0.000921272777217497	0.00164801768743704
SERPINB4	SERPINB4	3.86921519188595	-1.32146888792951	10.9779777241448	0.000922009869006999	0.00164917958619136
STON1	STON1	-0.958672103990539	4.54035490612478	10.9705753180729	0.000925700167135352	0.00165562310044255
RHBDL2	RHBDL2	0.854316842789699	1.47010270813494	10.9690950751807	0.000926439897700789	0.00165678877536786
HAPLN3	HAPLN3	-1.63672268872157	4.44378022336343	10.9626439576276	0.000929670737333995	0.00166240875391294
FCER1A	FCER1A	5.22096072445814	-1.93612464076506	10.9552127636769	0.000933406539439593	0.00166887721962057
RAP2C	RAP2C	-0.30615621709117	5.72874808393928	10.9550960514325	0.000933465333801473	0.00166887721962057
DYRK2	DYRK2	-0.537560155866902	6.44985352826377	10.9525411111656	0.000934753335980624	0.00167102131718302
CDCP2	CDCP2	5.58036211797872	-1.47992478905033	10.9471696264839	0.000937467083824658	0.00167571351458521
